,0
20,"新着
株式会社グランレブリー | CMなど広告で知名度上昇中！京都有数の総合建設会社 ※転勤なし
定着率抜群！納得できる好環境が自慢【提案営業】100％来店対応 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【テレアポ・飛び込み・ノルマなし】ご来店や問合せのあったお客様に対する営業。適性に応じて、売買もしくは賃貸をご担当いただきます。
対象となる方 【学歴・年齢不問！人物重視の採用です】要普免（AT限定可）／地域に根差して安定して稼ぎたい方歓迎 ※第二新卒歓迎・フリーターの方もOK！
勤務地 【阪急「桂」駅から徒歩3分】 ※転勤なし ※U・Iターン歓迎（社員寮あり） 本社／京都市西京区桂野…
給与 月給25万円〜30万円＋歩合給 ※年齢・経験を考慮の上決定 ※試用期間3ヶ月／月給20万円
初年度年収 350万円～1000万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2021/01/11"
21,"新着
株式会社グランレブリー | 【知名度抜群！テレビCM放映中】年収1,200万円も目指せます！
UIターン歓迎！寮完備！※単身用／ファミリー用【建築施工管理】 正社員
マネジャー採用 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【多彩な案件に携われる！】マンションや注文住宅などの施工管理　★若手～ベテランまで幅広く活躍中 ★設計～施工・引渡しまでワンストップ体制あり
対象となる方 【年齢不問！何歳からのチャレンジも大歓迎】◎施工管理の実務経験をお持ちの方（年数不問）★経験に見合った好待遇でお迎えします
勤務地 【転勤なし！阪急「桂」駅／「洛西口」駅からスグ】 ☆U・Iターン歓迎（社員寮あり） ☆マイカー・社…
給与 ■経験者／月給40万円以上＋諸手当＋賞与年2回 ※一級建築士資格をお持ちの場合、月給60万円〜80万円＋…
初年度年収 500万円～1000万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/03
掲載終了予定日： 2020/12/28"
22,"新着
株式会社アイダ設計 | テレビCMでお馴染みの企業！成長が止まらないハウスメーカー！
100％反響型の【戸建住宅のアドバイザー】★女性も活躍中♪ 正社員
職種・業種未経験OK 急募 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【テレアポ・飛び込みナシ】お問い合わせに対応する完全反響型の戸建住宅営業。希望や適性に応じて、分譲住宅／注文住宅のいずれかをお任せします。
対象となる方 【未経験大歓迎】★前職・経験一切不問 ●要普免 ☆何らかの営業経験、接客・販売の経験がある方は大歓迎 ☆住宅や不動産業界の経験があれば尚可
勤務地 ★全国＆希望を考慮 [宮城県]仙台 [福島県]郡山,いわき,白河 [茨城県]牛久,水戸,守谷 [栃…
給与 【月給】20万円〜30万円 ※当初6ヵ月間は契約社員(給与は同額)その後、正社員として雇用 【入社時月収例…
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2020/12/14"
23,"新着
株式会社ビッグモーター | ★＼業界No.1企業の安定基盤◆平均月収67.6万円！／★
未経験からはじめる【カーライフアドバイザー】*学歴/年齢不問 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【ノルマやテレアポなしの完全反響】クルマの販売や買取をお任せします。☆月収70万円以上も可能＆平均年収861万円 ☆基礎から学べる教育体制
対象となる方 【人柄重視♪未経験・第二新卒・既卒歓迎！】☆70％が未経験スタート ☆残業少なめ ☆充実の福利厚生
勤務地 【全国約300店舗！転勤なし！マイカー通勤OK！】 ★勤務地は希望を最大限考慮します！ ■北海道札…
給与 月給22万8600円〜70万円（一律手当含む）＋インセンティブ＋賞与年2回＋諸手当 ※年齢・能力を考慮のう…
初年度年収 330万円～1500万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/06
掲載終了予定日： 2020/12/14"
24,"新着
株式会社ビッグモーター | ◆最高年収2282万円の先輩も活躍中◆業界No.1企業の安定性◆
＼ 平均年収861万円！ ／【完全反響営業】*未経験歓迎 *高卒以上 正社員
職種・業種未経験OK 急募 転勤なし 第二新卒歓迎
女性のおしごと掲載中
仕事内容 《飛込み・テレアポなしの完全反響》お客様の問合せや来店に対して、クルマの販売や買取をお任せします。★3人に1人が契約につながっている仕組み
対象となる方 《やる気重視／未経験・第二新卒歓迎》「高収入を実現したい！」そんな方は大歓迎です！ ◆高卒以上 ★残業少なめ＆月8日以上休み
勤務地 《全国約300店舗！転勤なし！マイカー通勤OK！》 ★勤務地は希望を最大限考慮します！ ■北海道…
給与 月給22万8600円〜70万円（一律手当含む）＋インセンティブ＋賞与年2回＋諸手当 ※年齢・能力を考慮のう…
初年度年収 330万円～1500万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/06
掲載終了予定日： 2020/12/14"
25,"新着
株式会社貴順 | ★未経験歓迎★初期費用0円★週払い・日払い制度有★男女活躍中
【軽ドライバー】★年収1000万円夢じゃない！★東日本エリア限定 業務委託
職種・業種未経験OK マネジャー採用 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 個人宅への宅配やルート配送をお任せします。★軽自動車（AT車）で運ぶので安心★車両のレンタルはもちろん、持ち込みもOK！★3密回避！1人でおシゴト
対象となる方 【未経験大歓迎／学歴・ブランク不問】■要普免(AT可) ★これまでの経験は一切問いません！ ★社会人デビューも応援 ★正社員登用制度あり
勤務地 直行直帰OK 宮城県仙台市 東京都台東区 東京都墨田区 東京都江東区 東京都大田区 東京都世田谷区…
給与 完全出来高制(1件あたり案件150円〜240円) ★月収55万円以上のスタッフ8割以上 ☆収入満足度90％以上 …
初年度年収 100万円～1000万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/17
掲載終了予定日： 2020/12/14"
26,"新着
日本eリモデル株式会社 | 勤続1年以上の平均月収59万3000円【大阪府緊急雇用対策に賛同】
景気に左右されず好調！【企画営業】就職祝金15万円★転勤なし★ 正社員
職種・業種未経験OK マネジャー採用 急募 転勤なし 第二新卒歓迎
女性のおしごと掲載中
仕事内容 未経験から成長できるエクステリアプランナー。エクステリア（住まいの外側）を中心にインテリア等、住まい全体のプランニングをお任せします。
対象となる方 ■高卒以上　■年齢不問　■エコや環境について関心をお持ちの方（知識は入社後に身につけられます）　■自分の夢や目標を絶対に実現したい方
勤務地 ■宇都宮支店：栃木県宇都宮市 ■高崎支店：群馬県高崎市 ■埼玉支店 ：埼玉県さいたま市大宮区 ■千…
給与 [1]月給19万500円〜24万3500円※勤務地により異なる （固定残業代5万3000円〜6万7500円／53h含。超過分別…
初年度年収 300万円～700万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/16
掲載終了予定日： 2020/11/30"
27,"新着
株式会社ランディックス | 【2019年12月マザーズ上場】★平均年収750万円★年間休日113日
【不動産営業】営業未経験から年収700万円以上可能★夏冬9連休 正社員
職種・業種未経験OK 上場 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【100％反響 & テレアポ・飛び込みなし】◆世田谷、目黒、渋谷などの人気エリアに特化した高級不動産仲介★ネット集客にも注力★チーム制の営業
対象となる方 【第二新卒歓迎・未経験OK】20~30代前半の男女活躍中◆要普免（AT限定可）★2週に一度の研修＆チーム制で安心！
勤務地 桜新町、自由が丘、恵比寿の各センターでの勤務。 ※勤務地は希望を考慮します。 ＊--アクセス◎各勤…
給与 月給 25万円以上＋（歩合給）＋（賞与） ※経験・スキルを考慮の上、決定します。 ※みなし残業手当42時…
初年度年収 300万円～800万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/10/20
掲載終了予定日： 2020/11/30"
28,"新着
テレック株式会社 | 従業員満足度向上のための福利厚生多数★ 産・育休制度充実
＊関西・東海限定募集【受付】週休3日制♪産育休制度あり 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 《オシャレな制服＆こだわった店舗》◆Softbankショップの受付をお任せします。 ※私用携帯はSoftBank以外の他社携帯利用OKです！
対象となる方 《未経験スタート大歓迎！》　◎29歳以下（若年層の長期キャリア形成を図るため）　★残業削減に努め、月平均15H以内を徹底◎
勤務地 名古屋・大阪・京都・兵庫・奈良の主要駅から5分以内ばかりの各ショップ ※他府県への転勤はなし ＜名…
給与 月給：23万円〜40万円+手当（1万円〜8万円）+歩合給＋残業代全額支給 ※入社後3ヶ月間は試用期間となりま…
初年度年収 350万円～550万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/12/24"
29,"新着
株式会社PGSホーム | 業績絶好調で11月に川崎支店・12月には久留米支店が新規出店！
残業＆休日出勤なしで稼げる！【アポインター営業】リサーチャー 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【興味のあるお客様を探す仕事】◎希望・適性を考慮して外勤または内勤営業をお任せします。今なら入社祝金＋半年間の営業成績で最大138万円を支給！
対象となる方 【学歴や年齢、これまでの経験は一切関係なし！】◎イチから頑張りたい、とにかく稼ぎたい、ここで心機一転スタートしたい方は、ぜひご応募を！
勤務地 【11月/川崎・12月/久留米支店が出店】 各支店に配属(WEB面接可/希望考慮/転勤なし) 関東…
給与 月給25万円〜50万円＋報奨金(本数達成賞＋オーダー手当) ★今だけ！入社祝金18万円＋半年間の業績に応じ…
初年度年収 400万円～1000万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/10
掲載終了予定日： 2020/11/26"
30,"新着
ソフトバンク営業職合同募集 | 【条件満たす方全員、電話面談確約】★大阪府緊急雇用対策に賛同
ソフトバンク商材の【法人営業】未経験OK★高卒以上 正社員
職種・業種未経験OK マネジャー採用 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
仕事内容 【研修充実★未経験から着実に成長】法人クライアントを対象に、スマートフォンやタブレットをはじめとした『ソフトバンク商材』の提案営業をお任せ！
対象となる方 【未経験歓迎！学歴不問/第二新卒歓迎】◆35歳以下の方（※）　★20~30代が中心に活躍中！明るく元気な笑顔で対応できる方を歓迎♪
勤務地 【全国25都道府県の販売代理店】 ★希望のエリアで働ける！ ★転勤なし！ ★U・Iターン歓迎！ 《…
給与 【北海道】 月給210,000円~250,000円＋インセンティブ 【東北】 月給200,000円~300,000円＋インセンティ…
企業からのメッセージを見る
スペシャル情報
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2020/12/24"
31,"新着
株式会社すずらん工務店 | 創業57年／自社の注文住宅ブランド「Lily's Home」が大人気！
未経験歓迎【総合職(営業・施工管理)】※残業少なめ/休日も充実 正社員
職種・業種未経験OK 転勤なし 学歴不問 第二新卒歓迎
仕事内容 希望や適性に応じて【営業】または【施工管理】を担当 ■営業:新規開拓&飛び込みなし！反響型営業 ■施工管理:木造住宅の新築、リフォームの現場管理
対象となる方 【未経験・第二新卒の方、大歓迎！】◎学歴不問 ◎要普免(AT限定可) ※知識や経験があれば活かすことができます！★意欲と人柄重視の採用をお約束。
勤務地 【転勤なし＆マイカー通勤OK】 ■大阪府高槻市千代田町21-6 ※U・Iターン歓迎 ※茨木、枚方、…
給与 ■月給23万円〜40万円 《月収例(初年度)》 ・施工管理：23万円〜40万円 ・営業：23万円〜30万円+インセ…
初年度年収 350万円～1000万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2021/01/07"
32,"新着
UTエイム株式会社 | 大阪府緊急雇用対策に賛同【東証一部上場グループ】★安定基盤
★未経験歓迎【アシスタントスタッフ】※オープンポジション 正社員
職種・業種未経験OK 急募 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
仕事内容 【オープンポジションの募集です】◆クルマ・ロボット・素材等の分野における、機械の操作・点検や業者対応・包装などの様々なものづくり業務を担当！
対象となる方 《履歴書・職務経歴書不要です！》未経験や社会デビュー・ブランクのある方も大歓迎！人付き合いが苦手でも大丈夫◎ ★年休127～190日 ★面接1回
勤務地 【転勤なし】全国40都道府県に配属！全国各地に勤務地あり！ ☆U・Iターン歓迎！勤務地により、車・…
給与 月給20万〜42万円 ※勤務地により異なります ※経験・能力などを最大限考慮して決定します ※試用期間…
初年度年収 300万円～500万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2020/12/10"
33,"新着
メットライフ生命保険株式会社 | ★完全週休2日制★賞与年4回(個人業績による)
未経験多数活躍中！WEB面談可！【コンサルティング営業】 正社員
職種・業種未経験OK 急募 転勤なし 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【充実の研修からスタート】保険の提案を通して、個人・法人のお客さまの幅広いニーズにお応えします。
対象となる方 【未経験歓迎！異業種の営業経験者も歓迎】◆高卒以上　◆営業経験不問　異業種からの転職者が多く活躍中！
勤務地 【下記都道府県にて募集】 北海道、岩手県、宮城県、栃木県、群馬県、茨城県、千葉県、東京都、神奈川県…
給与 【初任給月給】25万円または30万円 ※平均給与月額実績71.6万円（2018年度税込定例給与実績、賞与は除外…
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/10/30
掲載終了予定日： 2020/12/24"
34,"新着
株式会社ジーアフター | ◆最高売上更新！注目の成長企業 ◆未経験スタートが8割以上！
完全反響型！中古車の【営業】◆未経験でも月給30万円スタート！ 正社員
職種・業種未経験OK 急募 転勤なし 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【完全反響型の営業スタイル】◆中古車の販売・営業・買取業務をお任せします◆店舗からスタートし、本社、オークション等の多様なキャリアも歩めます
対象となる方 【未経験・第二新卒歓迎】◆40歳までの方※ ◆高卒以上 ◆要普免（AT限定可）◆人柄重視 ◆車が好きな方や店長になりたいなど意欲ある方
勤務地 千葉県・埼玉県などの店舗及び事業所 初期配属は希望を考慮します！ 全国展開へ向けて積極採用中！ 【…
給与 月給30万円〜(経験・年齢考慮)＋インセンティブ ※上記の月給には時間外労働の有無にかかわらず、45時…
初年度年収 400万円～600万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2021/01/07"
35,"新着
株式会社ヨドバシカメラ | 業界異例の正社員比率96.4% ★福利厚生も大手ならでは！
ヨドバシを縁の下で支える【物流総合職】★充実の研修をご用意 正社員
職種・業種未経験OK 急募 第二新卒歓迎
女性のおしごと掲載中
仕事内容 これまで物流管理と配送・設置は別々に担当してきましたが、本ポジションでは、すべてを網羅する【物流のプロフェッショナル】として育成します。
対象となる方 【未経験・第二新卒歓迎】■40歳未満 ■高卒以上 ★退職金制度、宿泊施設の利用など福利厚生も充実 ～転職回数やブランクは一切問いません～
勤務地 ◆物流の拠点「ヨドバシカメラ アッセンブリーセンター川崎」「ヨドバシカメラ 六甲アッセンブリーセン…
給与 月給20万5000円以上＋職務手当＋超過勤務手当 ＜月収モデル＞ 大学院大学卒（月給20万5000円+諸手当／20…
初年度年収 300万円～500万円
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/12
掲載終了予定日： 2020/11/26"
36,"新着
株式会社手なおし屋 | ★初心者大歓迎！★20～30代の中途入社スタッフが活躍中！
【営業】★11月16日町田支店オープン★ノルマなし＆原則定時退社 正社員
職種・業種未経験OK 転勤なし 学歴不問 完全週休2日制 第二新卒歓迎
女性のおしごと掲載中
仕事内容 【住宅設備の点検やメンテナンスのご案内をお任せします】★売り込むのではなく「ご案内をするだけ」なので未経験でも大丈夫！★研修が充実！
対象となる方 【未経験大歓迎／性別・年齢も問いません】★普通自動車運転免許 ※必要なのはこれだけ。色んなタイプの先輩が活躍中！個性を活かして輝ける！
勤務地 ◎伊勢崎支店／群馬県伊勢崎市宮子町3410-3 D号 ◎太田支店／群馬県太田市浜町66-41 ◎つ…
給与 【月給】30万円以上(一律手当含む) + インセンティブ ------------------------------------------------…
企業からのメッセージを見る
詳細を見る
気になる
情報更新日： 2020/11/13
掲載終了予定日： 2021/01/07"
